TurbID,Day,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv,Patv
61,8,23:00,1.84,1.2,393.21,25.86,165.36,0.02,0.02,0.02,-20.72,23.65
87,22,20:40,8.82,2.45,29.05,36.46,247.06,0.03,0.03,0.03,75.35,1004.85
17,136,08:20,7.18,-6.07,16.3,21.92,180.92,42.55,42.56,42.55,-5.2,222.84
99,144,01:00,5.44,-4.19,25.2,27.27,237.25,0.03,0.04,0.04,-70.55,357.34
84,143,01:10,12.86,-2.48,24.72,31.3,113.04,6.2,6.2,6.2,183.8,1516.19
3,35,12:00,3.32,4.42,34.85,46.86,314.68,1.52,1.53,1.52,-3.38,88.4
74,32,10:50,5.54,39.23,27.02,30.26,211.88,90.35,90.36,90.36,0.0,0.0
37,197,13:20,6.76,0.44,17.26,21.69,-109.39,10.45,10.45,10.45,-37.8,224.23
88,124,18:50,3.03,1.13,36.1,38.31,381.4,0.01,0.01,0.01,-17.44,116.98
18,118,11:00,4.31,-1.86,45.29,43.64,4.96,0.01,0.01,0.01,-0.42,194.8
38,179,08:50,8.83,1.15,394.04,13.53,-3.19,0.01,0.01,0.01,-229.66,1142.46
82,156,13:00,8.82,-4.15,19.29,22.16,357.33,16.01,16.01,16.01,-32.37,241.3
90,6,16:30,3.57,-4.17,25.06,29.9,-10.8,1.42,1.43,1.43,-44.19,148.85
34,166,09:00,1.59,-5.24,10.8,28.79,388.29,0.03,0.03,0.05,0.38,5.43
1,150,20:20,8.42,0.9,24.83,38.04,28.47,1.0,1.0,1.0,-0.27,1014.43
66,221,00:40,3.98,5.17,-2.56,12.55,323.33,0.01,0.01,0.01,-11.84,188.68
18,205,06:00,5.68,-6.09,3.2,11.2,3.25,7.64,7.64,7.64,-97.48,324.2
1,85,09:30,3.89,0.69,25.1,35.12,143.65,0.99,0.99,0.99,-0.23,191.08
42,92,10:50,4.64,-54.76,26.56,30.73,259.67,90.38,90.05,90.38,0.0,0.0
100,69,03:00,17.4,1.01,38.44,36.49,442.01,20.44,20.44,20.44,194.8,1444.3
2,23,00:20,6.11,-10.04,16.87,27.18,347.19,0.01,0.01,0.01,-215.21,329.41
33,170,15:00,6.48,-0.88,19.07,25.47,254.44,9.87,9.87,9.87,-43.66,232.9
87,183,23:30,5.6,-0.08,10.62,17.5,247.59,0.9,0.9,0.9,-152.53,452.5
128,86,09:00,3.63,-0.16,27.25,26.61,202.72,0.01,0.01,0.01,-21.9,170.46
31,159,07:20,4.13,-0.27,15.1,20.49,248.88,0.01,0.01,0.01,-33.34,192.02
93,109,12:00,4.55,1.71,30.45,33.08,347.47,0.01,0.02,0.01,-7.82,308.58
20,196,01:40,6.07,1.04,13.1,26.07,30.54,5.24,5.24,5.24,57.6,582.59
35,153,19:50,4.91,-2.9,22.15,26.3,59.54,0.8,0.8,0.8,-60.67,300.49
27,118,21:40,11.42,-6.21,32.35,41.5,-87.21,2.24,2.24,2.24,111.97,1404.26
77,114,14:30,7.36,0.55,29.2,31.79,151.54,8.58,8.58,8.58,-0.36,340.22
109,178,22:50,5.72,-1.1,13.09,26.49,316.71,0.86,0.86,0.86,-14.22,447.78
27,31,02:10,9.13,-3.61,24.79,31.94,-49.72,0.02,0.03,0.02,62.73,1126.63
11,14,22:00,3.74,0.61,25.38,30.39,255.22,0.01,0.01,0.01,-95.92,167.16
118,28,03:50,2.45,7.09,24.87,30.11,121.04,0.02,0.02,0.02,-8.53,46.61
52,171,02:10,6.53,4.4,14.26,19.9,174.99,0.01,0.01,0.01,-129.16,669.5
34,73,05:40,7.6,3.82,27.56,42.01,377.19,0.03,0.04,0.04,-164.91,898.44
83,172,19:00,10.72,-4.98,15.82,26.96,151.1,3.84,3.84,3.85,4.18,1540.23
80,230,06:40,1.66,-27.16,-3.5,23.64,24.57,89.62,89.67,89.7,0.0,0.0
11,88,10:30,6.79,0.93,32.31,35.99,366.72,0.01,0.01,0.01,-41.02,647.88
95,134,21:30,1.8,0.57,26.8,31.22,218.09,18.82,18.82,18.81,-2.3,6.92
115,2,15:50,4.77,8.57,23.74,35.13,-103.54,4.28,4.28,4.28,-13.26,92.53
63,127,07:00,4.93,6.63,28.4,35.67,9.83,0.02,0.02,0.01,-52.41,270.31
96,111,22:40,11.52,3.21,35.35,39.44,148.53,7.49,7.49,7.49,101.04,1418.54
8,26,15:40,2.45,-33.5,21.57,25.18,330.57,90.35,90.36,90.37,0.0,0.0
18,60,17:30,5.39,0.55,38.52,45.92,13.47,0.01,0.01,0.01,63.86,426.95
51,169,00:30,7.96,0.87,12.8,28.42,325.44,10.12,10.12,10.12,-84.4,425.34
126,124,07:10,3.31,-3.92,25.2,24.15,346.18,-1.96,-1.99,-1.99,-20.12,144.94
58,245,22:30,4.45,4.32,-0.99,7.69,203.03,0.03,0.03,0.03,12.78,278.02
107,190,01:40,4.52,3.09,5.26,13.59,148.22,0.02,0.02,0.02,-82.74,236.6
123,120,07:00,11.67,-2.44,25.33,27.61,-27.76,16.62,16.62,16.62,-12.87,490.94
44,42,09:20,4.94,4.7,25.53,31.6,169.65,0.01,0.01,0.01,-99.97,425.88
104,37,14:50,5.49,0.89,36.31,51.92,65.09,0.01,0.03,0.01,-51.1,412.27
6,238,16:20,3.83,-6.21,6.66,22.38,265.04,74.63,74.85,74.84,2.24,20.54
58,61,04:10,4.56,-3.33,26.1,30.75,165.89,0.01,0.01,0.01,-161.45,250.03
47,51,17:20,6.44,-2.97,38.08,49.31,218.73,0.03,0.03,0.03,-43.14,546.04
69,52,12:40,9.42,1.07,30.49,45.58,143.61,0.88,0.88,0.88,10.26,1219.12
67,234,02:20,3.55,5.06,324.56,-1.24,235.58,0.01,0.01,0.01,-4.21,118.64
67,185,18:40,6.03,-2.16,324.56,16.2,174.41,0.01,0.01,0.01,-157.95,515.8
65,172,18:50,10.36,-4.47,20.2,35.75,186.92,6.64,6.64,6.64,28.34,1322.88
69,137,02:30,7.87,-0.42,21.6,24.98,338.07,-0.39,-0.39,-0.39,5.52,1003.87
117,89,17:30,19.31,-6.04,43.17,40.07,158.22,17.94,17.94,17.94,201.23,1519.54
91,20,16:50,4.0,-3.62,32.76,36.34,216.08,0.01,0.01,0.01,-56.63,120.25
123,120,10:00,12.95,0.65,26.71,28.03,-23.55,23.92,23.92,23.92,9.64,349.08
50,153,16:40,5.83,0.74,22.42,26.17,149.89,0.01,0.01,0.01,-90.81,497.25
30,65,18:20,3.55,-3.06,39.95,47.43,-41.39,-0.49,-0.49,-0.49,-32.82,151.2
62,230,18:00,4.86,2.26,0.79,9.88,241.87,0.03,0.03,0.03,-82.97,285.55
34,98,02:00,5.36,-5.71,33.72,47.26,8.02,0.01,0.01,0.01,-13.61,361.25
101,204,17:10,2.19,0.66,34.09,5.8,-123.64,0.01,0.01,0.01,-4.89,31.54
99,138,14:00,4.39,-0.87,24.79,26.45,283.56,0.01,0.01,0.01,-28.89,174.95
104,199,06:30,10.45,0.73,11.1,26.21,12.0,2.17,2.17,2.17,130.37,1485.49
102,215,21:40,3.51,-4.13,3.53,18.75,450.74,0.01,0.01,0.01,-39.42,137.88
49,50,02:40,2.76,0.49,32.98,35.59,-34.54,0.04,0.04,0.03,-5.11,64.79
69,11,02:00,10.8,-7.43,16.4,33.18,358.35,18.73,18.76,18.76,82.98,938.95
52,244,06:00,11.2,-3.43,-10.69,2.55,542.99,12.1,12.1,12.1,103.22,771.79
22,4,02:30,14.11,-11.25,28.79,30.99,30.17,10.11,10.11,10.11,215.85,1464.1
47,14,23:40,6.31,-0.16,25.89,40.03,244.08,0.01,0.01,0.01,-185.65,539.83
119,179,21:10,4.29,0.41,16.74,16.81,79.58,0.01,0.01,0.01,-81.5,220.61
21,113,00:10,2.04,-0.83,32.6,41.89,189.16,0.01,0.01,0.01,-2.39,29.69
122,22,09:10,6.58,1.81,393.33,27.31,151.25,0.01,0.01,0.01,40.78,521.55
14,10,17:20,8.17,-5.61,21.74,26.0,398.66,0.01,0.01,0.01,63.63,808.26
76,210,17:00,7.46,2.72,5.86,16.52,178.23,0.02,0.01,0.01,50.31,910.21
122,43,05:50,3.56,0.85,393.33,25.63,23.76,0.01,0.01,0.01,-29.5,107.56
72,92,18:30,6.51,2.6,36.67,45.72,184.82,0.86,0.85,0.85,5.26,528.68
25,139,16:10,4.07,-0.75,394.04,30.49,200.78,0.01,0.01,0.01,-44.67,173.05
67,145,23:20,2.39,1.37,324.56,24.0,272.23,0.04,0.04,0.04,-17.12,78.98
48,226,23:10,12.68,0.0,-3.99,10.74,336.22,9.02,9.02,9.02,-64.68,1519.59
98,179,09:50,8.03,0.65,9.09,14.77,17.46,0.01,0.01,0.01,-0.11,1087.49
31,30,21:20,3.76,-5.58,28.47,31.04,335.23,0.01,0.01,0.01,-76.77,126.04
46,18,12:50,14.0,2.92,26.85,27.49,341.34,24.99,24.99,24.99,-150.13,254.33
83,215,00:50,5.29,-4.96,-3.43,10.4,336.29,0.01,0.01,0.01,-133.13,449.81
123,190,20:40,3.5,-3.4,14.62,17.78,212.08,0.01,0.01,0.01,-78.38,173.3
131,226,14:50,7.15,-1.22,0.01,14.72,346.72,0.09,0.1,0.09,111.69,828.81
43,2,01:00,5.68,1.48,24.77,33.8,-43.53,1.44,1.44,1.44,34.9,361.73
109,125,00:40,8.99,1.29,28.73,39.05,323.72,12.15,12.15,12.15,-4.81,326.12
57,140,17:40,3.03,2.43,28.79,48.36,234.16,0.02,0.02,0.02,-22.95,105.56
100,37,20:40,9.92,-0.31,37.83,36.87,-182.04,3.75,3.75,3.75,139.58,1146.2
7,241,19:40,4.11,4.18,0.8,13.22,267.34,0.02,0.02,0.02,16.5,181.52
106,59,20:30,5.7,0.47,35.91,41.41,-16.05,0.01,0.01,0.01,-41.39,455.54
46,112,14:10,12.09,-0.68,36.65,45.77,72.97,11.61,11.61,11.61,42.91,937.2
74,116,19:10,5.58,-4.55,36.82,44.53,174.63,0.01,0.01,0.01,-50.28,395.47
61,85,17:20,14.74,-1.19,393.21,41.93,190.26,11.81,11.81,11.81,197.52,1513.37
21,174,12:30,2.99,5.16,23.7,27.38,356.96,0.02,0.02,0.02,-12.56,82.2
108,1,04:10,5.53,-1.81,25.43,38.7,-31.93,4.83,4.83,4.83,-0.18,335.39
50,83,09:20,6.17,1.92,28.71,37.55,136.72,0.01,0.01,0.01,-5.14,652.33
41,202,01:30,2.5,150.42,8.39,11.5,132.33,90.39,90.39,90.05,0.0,0.0
130,2,07:30,3.25,0.61,22.95,26.84,137.38,2.5,2.5,2.5,13.84,61.47
115,153,11:00,2.53,1.23,9.5,24.23,35.04,3.12,3.13,3.12,-2.71,14.65
29,97,09:30,9.9,0.47,31.18,45.6,379.71,8.6,8.6,8.6,51.43,841.98
82,56,15:20,2.59,-9.84,39.17,43.37,19.61,25.38,25.38,25.38,-6.82,10.78
123,25,12:10,3.74,2.11,17.01,19.13,419.53,0.03,0.03,0.02,-17.55,222.22
33,100,23:50,5.29,-2.29,35.78,43.82,18.61,5.58,5.58,5.58,-2.18,227.04
119,15,22:50,5.17,6.31,30.38,30.69,271.57,0.02,0.02,0.02,-92.19,298.62
124,57,10:30,5.14,1.85,32.52,34.23,-123.16,0.04,0.04,0.05,-100.4,197.5
58,108,20:30,6.19,2.12,33.26,35.44,135.74,0.01,0.01,0.01,-47.99,568.77
42,214,03:10,3.37,2.09,-1.78,15.49,360.92,0.01,0.01,0.01,-35.64,129.55
8,73,12:40,3.49,1.23,35.35,43.5,185.97,0.02,0.03,0.03,-8.61,111.92
44,67,15:10,10.51,-0.7,37.63,46.52,199.22,2.78,2.78,2.78,74.46,1404.4
128,126,16:20,2.77,2.69,38.53,38.59,381.16,5.33,5.33,5.32,6.42,45.83
37,130,19:40,3.99,-5.4,34.83,37.65,262.87,0.04,0.01,0.01,16.05,201.6
132,181,05:10,4.91,-4.72,12.15,28.47,49.38,0.31,0.31,0.3,-61.26,221.65
13,48,03:40,6.85,-2.39,30.63,42.9,23.12,0.01,0.01,0.01,-138.18,655.48
127,163,08:40,2.2,-5.96,11.21,14.27,-79.63,0.04,0.01,0.03,-12.07,58.04
19,163,03:20,7.53,-3.4,13.55,23.62,-59.45,0.02,0.01,0.01,-132.01,808.45
99,31,19:50,7.7,-3.88,40.86,29.98,71.56,0.01,0.01,0.01,1.18,103.95
98,228,06:10,2.65,-4.76,-7.2,-1.08,376.16,0.03,0.04,0.04,-7.55,80.17
35,2,23:40,8.45,-4.75,27.42,31.21,-47.55,1.42,1.42,1.42,22.4,1042.19
46,128,21:50,3.36,-2.82,28.74,38.05,162.92,0.03,0.01,0.01,6.59,138.21
1,18,07:10,14.0,1.33,22.05,33.7,2.47,1.12,1.12,1.12,-0.22,1549.44
68,62,12:50,5.42,0.11,393.71,35.77,-0.34,0.02,0.01,0.01,-12.89,356.5
9,4,04:10,11.41,0.02,31.04,35.29,-79.79,6.93,6.93,6.93,201.01,1429.71
57,139,16:00,6.44,4.62,26.56,46.16,65.55,31.62,31.62,31.63,-45.34,229.38
134,61,05:10,5.04,-3.82,25.8,25.58,176.33,0.01,0.01,0.01,-204.11,299.52
45,174,13:50,3.73,2.8,23.18,30.56,452.57,0.69,0.7,0.7,-19.03,99.46
91,239,08:00,3.07,-9.16,-5.23,5.57,413.99,57.56,57.6,57.36,-7.28,23.02
109,25,04:00,4.99,-11.38,19.1,34.09,308.07,0.03,0.03,0.02,0.26,253.66
101,57,07:20,6.67,-4.88,46.97,34.26,204.66,0.02,0.03,0.03,43.3,541.67
29,162,09:50,5.21,5.74,16.43,28.0,16.18,0.02,0.02,0.02,-78.25,412.39
117,81,03:30,3.24,9.73,36.43,36.25,43.68,21.09,21.08,21.09,3.52,26.18
44,141,17:50,10.73,-2.01,31.48,37.28,221.85,4.65,4.65,4.65,136.4,1440.24
78,115,14:00,5.91,5.18,29.73,35.66,-227.45,27.94,27.94,27.94,2.13,124.94
114,109,15:20,6.58,-1.0,33.1,35.55,158.68,3.59,3.59,3.59,-0.09,423.34
46,68,19:30,4.07,0.85,38.86,45.94,119.55,0.01,0.01,0.01,-45.59,204.94
112,171,11:20,4.8,2.75,16.3,17.57,319.69,3.14,3.14,3.14,-40.69,221.17
134,83,13:40,10.54,-1.88,26.04,29.42,169.47,3.03,3.03,3.03,20.66,1490.71
20,210,17:00,7.67,-3.91,6.2,23.79,48.64,0.01,0.01,0.01,8.38,940.38
117,63,09:00,6.29,1.36,32.33,31.62,5.48,0.01,0.01,0.01,-73.77,377.91
4,234,19:40,3.85,-2.9,8.01,7.7,231.8,0.02,0.01,0.01,-45.56,213.21
25,154,04:10,3.64,5.63,394.04,21.22,345.07,0.01,0.01,0.01,-50.49,197.56
88,125,00:50,8.42,4.69,29.31,35.41,344.18,11.81,11.81,11.81,-10.2,364.29
121,154,13:40,5.66,-4.52,394.33,19.02,446.76,3.56,3.56,3.56,-53.79,293.31
95,118,11:00,4.56,1.7,35.36,35.73,280.94,0.04,0.03,0.04,-1.91,198.93
25,146,00:50,2.9,0.24,394.04,30.2,289.11,0.01,0.01,0.01,10.3,114.46
32,92,21:20,6.45,-1.39,34.78,35.94,198.6,0.03,0.03,0.03,-28.3,536.91
54,37,15:10,5.2,3.2,38.25,45.51,-154.49,4.13,4.13,4.12,-22.39,211.33
66,20,14:40,8.59,-5.93,33.63,39.51,327.94,0.19,0.19,0.2,-193.97,758.56
116,177,06:40,4.79,5.65,13.58,16.31,345.44,0.05,0.05,0.05,-81.61,239.93
54,184,18:10,6.84,-1.27,14.43,22.01,341.94,0.02,0.02,0.02,-219.66,742.53
43,60,00:40,8.15,-4.06,30.99,35.99,355.7,0.01,0.01,0.01,-10.52,995.55
32,64,18:30,2.55,4.75,40.54,37.98,-40.01,71.21,71.2,71.2,-1.94,2.8
79,217,23:40,6.68,-2.79,-5.4,1.58,325.67,0.01,0.01,0.01,-92.62,646.37
50,188,20:20,4.99,-3.02,13.5,17.7,143.23,0.01,0.01,0.01,-115.81,326.69
130,60,12:10,10.06,1.39,35.9,41.73,152.78,1.87,1.87,1.87,111.69,1260.99
88,158,11:20,5.99,-0.15,17.18,21.97,362.0,0.04,0.04,0.03,-95.57,483.21
42,50,21:20,4.36,-3.94,34.14,42.15,-7.83,0.01,0.01,0.01,-103.37,214.25
73,134,20:50,2.99,0.26,28.35,38.86,198.35,0.01,0.01,0.01,-21.21,106.05
88,9,19:10,5.88,-4.48,28.25,30.85,174.95,0.03,0.03,0.03,-48.62,426.52
76,218,13:10,4.23,0.23,-2.28,11.01,159.66,0.01,0.01,0.01,-60.64,241.08
27,109,20:30,2.44,2.85,35.74,40.12,101.33,0.01,0.01,0.01,-2.26,79.79
90,60,13:00,8.88,-4.49,34.56,41.49,307.96,0.05,0.05,0.05,39.09,884.0
74,41,20:40,8.4,3.09,33.36,41.37,166.48,0.05,0.05,0.05,-174.85,1004.61
43,169,22:50,5.39,2.6,16.33,22.24,191.03,0.01,0.01,0.01,-81.42,392.51
48,150,04:30,13.41,5.5,21.8,29.99,-46.64,9.14,9.14,9.14,151.36,1518.71
49,76,11:40,7.15,2.92,32.96,40.63,-11.61,0.01,0.01,0.01,64.49,811.18
58,60,23:30,12.4,2.86,28.21,33.39,143.67,8.32,8.32,8.32,170.48,1519.05
111,101,23:10,9.5,0.0,34.28,44.78,358.42,8.77,8.77,8.77,66.04,589.96
31,142,02:30,14.43,-1.6,27.06,35.29,224.25,10.79,10.79,10.79,147.18,1280.69
42,137,15:20,6.45,-0.28,22.3,31.85,176.61,0.01,0.01,0.01,-63.69,566.65
28,157,17:40,6.44,0.74,20.78,27.8,386.58,0.01,0.01,0.01,-105.42,559.7
64,136,14:50,5.09,0.78,26.03,30.02,379.81,0.05,0.05,0.05,-68.53,391.37
134,125,18:40,5.53,-2.74,33.59,32.77,413.02,0.01,0.01,0.01,-61.41,357.5
96,94,19:00,8.88,1.54,36.93,41.2,180.69,8.28,8.28,8.28,67.89,880.51
134,136,11:30,9.57,1.3,23.18,21.61,370.43,8.57,8.57,8.57,98.07,797.7
11,200,23:00,5.19,1.29,7.43,13.29,184.02,0.01,0.01,0.01,-140.78,388.93
45,6,01:40,9.16,0.65,20.65,39.81,78.39,0.03,0.03,0.03,-491.23,790.12
66,2,12:00,3.83,4.57,26.95,36.92,-18.39,0.04,0.03,0.04,-51.96,207.03
62,65,09:20,5.67,1.34,32.74,35.89,418.26,0.04,0.04,0.03,-9.97,369.19
103,109,23:00,4.24,2.36,32.8,37.49,247.71,0.01,0.01,0.01,6.27,226.89
10,153,11:50,2.98,-2.33,17.31,21.93,71.91,0.04,0.05,0.04,-20.24,112.4
47,43,11:40,6.43,5.39,28.9,41.42,358.79,0.01,0.01,0.01,-57.57,606.84
96,120,20:50,5.87,0.99,26.99,29.36,255.65,0.01,0.02,0.01,-91.18,540.0
100,242,04:30,1.97,24.87,-1.34,4.4,29.39,85.48,85.48,85.36,-0.3,0.0
103,242,01:20,1.71,-1.69,1.57,20.17,196.1,0.01,0.01,0.01,1.97,14.39
62,40,23:10,5.29,1.95,30.06,32.88,108.31,0.01,0.01,0.01,-90.54,308.39
25,46,08:00,1.8,-1.74,394.04,32.09,189.81,1.7,1.7,1.7,-0.58,1.05
66,134,00:30,5.5,3.23,28.91,36.43,-52.77,0.01,0.02,0.02,-0.16,325.02
74,6,18:20,3.78,-0.22,28.04,38.7,-279.34,0.01,0.01,0.01,-90.03,174.0
26,217,10:20,6.09,-4.36,-5.0,4.59,264.71,0.03,0.02,0.03,41.81,649.93
134,233,00:30,2.12,-5.22,2.37,9.75,212.96,0.01,0.01,0.01,-1.79,80.04
2,25,00:00,6.24,-6.25,15.78,26.71,403.34,0.02,0.02,0.02,54.25,367.03
49,241,18:40,3.73,0.27,-0.9,9.98,148.29,0.01,0.01,0.01,27.86,168.81
109,210,23:00,9.28,1.93,1.8,21.5,304.05,0.16,0.16,0.16,86.5,1230.16
72,239,09:10,4.0,6.58,-4.16,7.96,156.79,0.01,0.01,0.01,-58.97,209.55
50,143,08:20,5.91,-2.41,19.55,23.93,347.43,0.01,0.02,0.01,-108.36,540.77
86,106,23:40,4.33,6.01,31.06,34.58,389.54,0.02,0.02,0.02,-26.59,211.13
35,213,08:40,3.48,-23.98,1.86,8.93,99.62,51.85,51.84,51.84,-13.71,47.78
51,78,22:00,5.9,1.29,24.63,36.23,320.48,0.01,0.01,0.01,-35.46,493.34
89,97,15:00,8.14,-1.16,39.26,45.65,357.44,1.0,1.0,1.0,6.7,793.39
124,65,17:10,6.5,4.38,38.75,39.53,234.97,0.01,0.01,0.01,-174.73,378.86
71,178,17:10,3.45,3.44,21.8,28.13,250.08,0.01,0.01,0.01,-48.62,139.31
92,105,11:50,3.46,4.87,34.45,37.42,269.67,1.03,1.03,1.03,4.84,116.31
90,230,16:40,4.03,-3.72,2.02,13.78,132.09,0.02,0.02,0.02,2.39,232.37
31,110,15:20,3.22,4.31,37.13,38.5,411.65,31.37,31.37,31.37,-2.93,2.0
26,172,04:20,4.7,-2.65,10.78,15.57,456.35,0.03,0.04,0.03,-46.65,283.47
95,80,03:50,5.32,-2.59,29.09,30.21,-92.87,0.01,0.01,0.01,-37.64,397.87
132,37,08:20,6.66,-8.75,26.2,39.34,24.4,0.01,0.01,0.01,58.1,332.03
101,140,20:00,3.84,-2.48,46.09,30.85,219.46,0.01,0.01,0.01,-30.08,142.09
108,62,10:00,7.69,2.62,26.21,39.67,-3.08,0.01,0.01,0.01,2.18,816.91
44,227,15:20,3.36,2.32,-2.89,9.7,203.82,0.01,0.01,0.01,-7.37,218.26
87,220,00:10,2.11,4.11,1.14,10.87,230.88,90.39,90.36,90.37,0.0,0.0
125,153,18:20,4.92,-1.96,21.52,37.87,153.91,0.04,0.04,0.03,-50.42,328.35
108,114,03:10,4.1,-4.09,13.97,38.81,-0.73,0.22,0.22,0.22,-0.11,188.45
63,156,20:40,11.25,-4.5,17.29,27.43,360.48,4.88,4.88,4.88,40.37,1392.34
48,218,17:50,3.06,0.33,3.74,17.35,382.69,22.03,22.05,22.05,-4.55,53.77
55,176,08:10,7.46,0.23,13.21,21.7,318.95,0.28,0.28,0.28,-117.53,793.4
112,146,20:10,3.11,-2.14,29.5,28.83,358.42,-0.97,-0.97,-0.98,-28.33,143.93
90,97,12:00,7.46,0.93,32.16,39.02,-36.85,0.01,0.01,0.01,28.11,722.93
90,152,11:20,6.51,-2.34,19.28,25.64,-17.61,0.04,0.04,0.04,-99.47,560.6
35,106,05:00,6.6,-4.19,31.14,36.64,224.5,0.07,0.07,0.07,98.37,584.51
51,25,02:30,5.93,-6.87,18.72,30.03,316.57,0.02,0.02,0.02,-4.76,487.43
83,210,10:00,6.44,-0.74,-3.6,10.58,337.23,0.01,0.01,0.01,-37.1,765.84
110,49,10:30,3.2,-3.0,35.78,38.16,349.41,0.02,0.03,0.02,-12.26,97.62
28,214,09:30,5.4,2.07,-0.8,11.91,355.31,0.01,0.01,0.01,-118.55,424.97
56,169,22:50,4.27,3.23,15.62,19.77,342.29,0.01,0.01,0.01,-58.39,284.14
103,65,20:20,4.56,1.43,38.76,42.51,-8.32,0.01,0.01,0.01,-56.43,220.23
1,226,07:40,3.25,4.05,3.5,26.64,247.5,-0.51,-0.51,-0.51,11.75,129.61
60,172,16:10,10.68,1.55,21.26,28.43,398.26,12.74,12.74,12.74,116.71,673.57
11,112,12:20,15.05,1.16,34.7,38.35,30.25,15.2,15.2,15.2,139.07,1142.98
95,122,17:40,3.79,-1.7,30.64,33.92,179.64,0.01,0.01,0.01,6.2,128.47
113,224,18:10,3.08,-5.22,2.25,3.9,273.71,-1.49,-1.49,-1.49,-6.77,43.29
123,161,05:50,3.32,4.64,11.93,14.57,355.91,0.05,0.05,0.05,-47.02,195.75
102,35,23:10,6.01,-5.16,30.09,35.2,397.7,0.04,0.04,0.04,4.07,416.63
134,124,04:10,2.41,6.97,25.79,25.97,351.11,0.02,0.03,0.03,2.92,55.7
65,142,01:40,10.24,-4.88,29.42,39.82,378.19,7.13,7.13,7.13,129.75,1261.64
4,42,07:20,5.92,-4.12,25.66,28.02,381.77,0.01,0.01,0.01,-136.28,495.99
73,41,01:30,4.35,7.56,27.65,36.52,232.03,0.01,0.01,0.01,-57.79,226.44
41,154,21:30,1.85,-4.29,21.49,26.58,354.95,0.01,0.01,0.01,0.29,42.94
74,99,18:00,7.54,0.93,40.03,47.39,242.22,0.08,0.08,0.06,-34.03,762.67
40,190,03:30,7.66,1.34,22.02,21.74,178.27,0.71,0.71,0.71,-230.94,675.5
15,208,05:00,3.62,0.81,1.92,13.82,295.48,0.01,0.01,0.01,-49.94,180.64
110,30,01:50,3.09,3.5,27.0,31.82,-82.7,0.01,0.01,0.01,-11.72,86.66
75,180,10:00,1.46,-4.72,10.0,17.38,34.74,0.59,0.59,0.59,-2.39,3.83
10,154,08:00,6.57,-3.05,12.67,18.48,246.71,1.03,1.03,1.03,-110.37,563.79
107,29,07:30,5.23,-1.11,12.8,21.09,161.36,0.01,0.01,0.01,-64.88,338.34
115,4,16:30,5.88,1.88,24.4,33.04,-115.87,0.01,0.01,0.01,-75.26,163.92
6,234,17:40,3.55,1.78,6.38,22.35,256.18,0.02,0.02,0.02,18.71,179.09
92,93,23:10,4.31,-5.95,33.37,37.51,248.7,1.02,1.02,1.02,-27.37,153.14
17,221,17:40,4.71,-6.05,2.41,11.93,207.09,0.03,0.04,0.04,-87.15,346.33
110,242,21:50,5.21,0.49,1.72,11.73,229.64,0.02,0.01,0.01,7.99,296.38
103,100,05:20,2.02,0.11,31.52,35.66,416.81,0.01,0.01,0.01,-6.23,33.34
123,204,01:50,6.91,1.09,4.92,10.61,-35.69,0.67,0.67,0.67,-284.19,1102.05
76,105,21:50,1.39,5.83,36.15,36.56,330.45,0.01,0.01,0.04,0.51,10.18
40,231,19:40,3.24,-0.22,13.07,13.53,162.85,0.03,0.03,0.03,9.14,103.83
90,45,14:20,6.35,-0.47,33.93,39.34,329.94,0.02,0.02,0.02,-201.5,489.02
35,115,23:50,2.24,-6.41,32.35,36.71,-154.4,0.01,0.01,0.01,-4.94,54.31
90,16,08:40,0.25,-54.73,26.01,29.09,271.37,90.39,90.37,90.39,-0.3,0.0
35,91,00:10,3.94,5.82,35.82,39.83,143.59,2.14,2.15,2.14,17.73,171.59
31,135,07:40,10.26,1.13,16.41,24.71,234.51,0.03,0.03,0.03,-85.35,1273.94
17,74,05:30,11.86,-1.76,31.86,35.09,179.29,6.21,6.21,6.21,90.66,1516.86
92,106,20:50,8.14,1.42,34.83,40.82,470.83,1.01,1.01,1.01,33.08,877.74
86,56,04:50,8.27,2.06,30.19,32.65,17.25,0.04,0.04,0.04,27.08,844.81
61,24,07:10,3.46,1.09,393.21,25.03,336.21,0.01,0.01,0.01,4.7,194.68
1,1,07:50,13.04,-0.37,29.08,41.86,-23.73,1.07,1.07,1.07,-0.19,1549.55
99,208,17:40,6.13,-1.16,5.71,5.86,69.24,0.04,0.04,0.04,-184.4,507.88
66,63,08:10,5.82,-1.89,29.24,40.99,-37.12,0.01,0.01,0.01,-18.99,420.21
7,19,02:00,13.22,-24.97,25.08,28.57,64.53,90.36,90.39,90.36,-0.3,0.0
133,185,03:30,3.77,5.29,11.84,14.6,220.4,0.01,0.01,0.01,-85.46,285.01
32,182,19:50,9.17,1.21,19.18,23.4,297.48,0.47,0.46,0.47,-106.33,1445.24
34,32,21:10,2.49,7.81,32.59,47.43,153.45,0.01,0.01,0.01,-8.01,52.08
43,128,11:40,3.9,1.75,28.55,35.17,201.15,0.03,0.03,0.03,-41.77,223.9
23,151,17:50,5.69,0.67,28.29,34.32,-0.8,0.01,0.01,0.01,-100.4,522.61
65,59,21:50,4.4,0.66,35.41,46.1,411.94,0.01,0.01,0.01,-19.56,211.16
